requirement_id,model,strategy,f1_score,precision,recall,completeness_score,correctness_score,hallucination_score
REQ-04,google/gemini-2.5-flash,one-shot,0.918918918918919,0.9444444444444444,0.8947368421052632,4.8,2.6,4.8
REQ-04,google/gemini-2.5-flash,one-shot,0.972972972972973,1.0,0.9473684210526315,4.8,3.0,4.8
REQ-04,google/gemini-2.5-flash,one-shot,0.918918918918919,0.9444444444444444,0.8947368421052632,4.8,2.8,5.0
REQ-04,google/gemini-2.5-flash,one-shot,0.918918918918919,0.9444444444444444,0.8947368421052632,4.8,3.4,4.8
REQ-04,google/gemini-2.5-flash,one-shot,1.0,1.0,1.0,5.0,4.2,5.0
REQ-04,deepseek/deepseek-v3.2,one-shot,0.8947368421052632,0.8947368421052632,0.8947368421052632,4.8,4.2,4.8
REQ-04,deepseek/deepseek-v3.2,one-shot,0.9230769230769231,0.9,0.9473684210526315,5.0,4.6,4.8
REQ-04,deepseek/deepseek-v3.2,one-shot,0.9230769230769231,0.9,0.9473684210526315,5.0,4.6,5.0
REQ-04,deepseek/deepseek-v3.2,one-shot,0.8333333333333333,0.8823529411764706,0.7894736842105263,4.6,4.0,4.4
REQ-04,deepseek/deepseek-v3.2,one-shot,0.9230769230769231,0.9,0.9473684210526315,5.0,4.8,5.0
REQ-04,openai/gpt-4o-mini,one-shot,0.7567567567567567,0.7777777777777778,0.7368421052631579,3.0,2.6,2.2
REQ-04,openai/gpt-4o-mini,one-shot,0.7804878048780488,0.7272727272727273,0.8421052631578947,4.0,2.4,2.2
REQ-04,openai/gpt-4o-mini,one-shot,0.7567567567567567,0.7777777777777778,0.7368421052631579,3.0,2.8,2.8
REQ-04,openai/gpt-4o-mini,one-shot,0.7368421052631579,0.7368421052631579,0.7368421052631579,3.0,2.6,2.8
REQ-04,openai/gpt-4o-mini,one-shot,0.7567567567567567,0.7777777777777778,0.7368421052631579,3.0,2.6,3.0
REQ-04,z-ai/glm-4-32b,one-shot,0.8205128205128205,0.8,0.8421052631578947,5.0,4.0,5.0
REQ-04,z-ai/glm-4-32b,one-shot,0.7692307692307692,0.75,0.7894736842105263,5.0,3.8,4.8
REQ-04,z-ai/glm-4-32b,one-shot,0.8205128205128205,0.8,0.8421052631578947,3.8,2.6,3.0
REQ-04,z-ai/glm-4-32b,one-shot,0.7692307692307692,0.75,0.7894736842105263,4.8,3.2,4.8
REQ-04,z-ai/glm-4-32b,one-shot,0.8717948717948718,0.85,0.8947368421052632,4.6,2.8,4.8
REQ-04,mistralai/devstral-2512:free,one-shot,0.9743589743589743,0.95,1.0,5.0,3.8,5.0
REQ-04,mistralai/devstral-2512:free,one-shot,0.9473684210526315,0.9473684210526315,0.9473684210526315,4.4,3.2,5.0
REQ-04,mistralai/devstral-2512:free,one-shot,0.8947368421052632,0.8947368421052632,0.8947368421052632,4.8,2.8,5.0
REQ-04,mistralai/devstral-2512:free,one-shot,0.9473684210526315,0.9473684210526315,0.9473684210526315,4.6,3.4,4.8
REQ-04,mistralai/devstral-2512:free,one-shot,0.9743589743589743,0.95,1.0,5.0,4.2,5.0
REQ-04,google/gemini-2.5-flash,chain-of-thought,0.7272727272727273,0.8571428571428571,0.631578947368421,4.2,2.6,4.8
REQ-04,google/gemini-2.5-flash,chain-of-thought,0.7999999999999999,0.875,0.7368421052631579,4.6,2.8,4.4
REQ-04,google/gemini-2.5-flash,chain-of-thought,0.9142857142857143,1.0,0.8421052631578947,4.6,3.2,4.4
REQ-04,google/gemini-2.5-flash,chain-of-thought,0.7272727272727273,0.8571428571428571,0.631578947368421,4.8,3.2,4.2
REQ-04,google/gemini-2.5-flash,chain-of-thought,0.7741935483870968,1.0,0.631578947368421,4.8,4.0,4.4
REQ-04,deepseek/deepseek-v3.2,chain-of-thought,0.8823529411764706,1.0,0.7894736842105263,5.0,3.6,4.4
REQ-04,deepseek/deepseek-v3.2,chain-of-thought,0.8484848484848484,1.0,0.7368421052631579,3.8,3.8,4.4
REQ-04,deepseek/deepseek-v3.2,chain-of-thought,0.7222222222222222,0.7647058823529411,0.6842105263157895,4.6,4.2,5.0
REQ-04,deepseek/deepseek-v3.2,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,4.8,3.2,4.4
REQ-04,deepseek/deepseek-v3.2,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,5.0,3.4,4.8
REQ-04,openai/gpt-4o-mini,chain-of-thought,0.41379310344827586,0.6,0.3157894736842105,3.0,3.0,2.8
REQ-04,openai/gpt-4o-mini,chain-of-thought,0.5185185185185185,0.875,0.3684210526315789,3.6,2.8,2.2
REQ-04,openai/gpt-4o-mini,chain-of-thought,0.39999999999999997,0.5454545454545454,0.3157894736842105,3.6,3.0,3.6
REQ-04,openai/gpt-4o-mini,chain-of-thought,0.5,0.7777777777777778,0.3684210526315789,3.8,3.2,2.6
REQ-04,openai/gpt-4o-mini,chain-of-thought,0.3448275862068966,0.5,0.2631578947368421,3.4,3.2,3.4
REQ-04,z-ai/glm-4-32b,chain-of-thought,0.7894736842105263,0.7894736842105263,0.7894736842105263,4.4,4.2,4.8
REQ-04,z-ai/glm-4-32b,chain-of-thought,0.6666666666666667,0.65,0.6842105263157895,5.0,4.4,4.8
REQ-04,z-ai/glm-4-32b,chain-of-thought,0.48484848484848486,0.5714285714285714,0.42105263157894735,4.0,4.0,4.8
REQ-04,z-ai/glm-4-32b,chain-of-thought,0.6666666666666667,0.65,0.6842105263157895,5.0,4.6,4.8
REQ-04,z-ai/glm-4-32b,chain-of-thought,0.5294117647058824,0.6,0.47368421052631576,4.6,4.2,4.8
REQ-04,mistralai/devstral-2512:free,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,5.0,4.6,4.6
REQ-04,mistralai/devstral-2512:free,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,4.0,4.0,4.6
REQ-04,mistralai/devstral-2512:free,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,4.0,4.2,5.0
REQ-04,mistralai/devstral-2512:free,chain-of-thought,0.8648648648648649,0.8888888888888888,0.8421052631578947,5.0,4.2,5.0
REQ-04,mistralai/devstral-2512:free,chain-of-thought,0.8333333333333333,0.8823529411764706,0.7894736842105263,5.0,5.0,4.8
REQ-05,google/gemini-2.5-flash,zero-shot,0.7727272727272727,0.85,0.7083333333333334,3.8,3.6,4.4
REQ-05,google/gemini-2.5-flash,zero-shot,0.7999999999999999,0.8571428571428571,0.75,3.8,2.8,3.6
REQ-05,google/gemini-2.5-flash,zero-shot,0.8372093023255814,0.9473684210526315,0.75,3.6,3.6,4.6
REQ-05,google/gemini-2.5-flash,zero-shot,0.7727272727272727,0.85,0.7083333333333334,4.2,3.8,4.8
REQ-05,google/gemini-2.5-flash,zero-shot,0.7727272727272727,0.85,0.7083333333333334,3.4,3.6,4.6
REQ-05,deepseek/deepseek-v3.2,zero-shot,0.5098039215686274,0.48148148148148145,0.5416666666666666,3.2,2.8,3.8
REQ-05,deepseek/deepseek-v3.2,zero-shot,0.5416666666666666,0.5416666666666666,0.5416666666666666,5.0,3.8,4.8
REQ-05,deepseek/deepseek-v3.2,zero-shot,0.6938775510204083,0.68,0.7083333333333334,4.8,3.8,4.8
REQ-05,deepseek/deepseek-v3.2,zero-shot,0.6938775510204083,0.68,0.7083333333333334,5.0,4.4,4.8
REQ-05,deepseek/deepseek-v3.2,zero-shot,0.6938775510204083,0.68,0.7083333333333334,5.0,4.8,4.8
REQ-05,openai/gpt-4o-mini,zero-shot,0.5555555555555556,0.8333333333333334,0.4166666666666667,3.8,3.2,3.6
REQ-05,openai/gpt-4o-mini,zero-shot,0.43750000000000006,0.875,0.2916666666666667,3.6,3.2,4.6
REQ-05,openai/gpt-4o-mini,zero-shot,0.43750000000000006,0.875,0.2916666666666667,3.8,3.2,5.0
REQ-05,openai/gpt-4o-mini,zero-shot,0.5945945945945945,0.8461538461538461,0.4583333333333333,4.0,3.4,4.2
REQ-05,openai/gpt-4o-mini,zero-shot,0.48484848484848486,0.8888888888888888,0.3333333333333333,4.0,3.2,4.6
REQ-05,z-ai/glm-4-32b,zero-shot,0.39999999999999997,0.3548387096774194,0.4583333333333333,4.4,3.0,4.0
REQ-05,z-ai/glm-4-32b,zero-shot,0.43076923076923085,0.34146341463414637,0.5833333333333334,3.2,2.4,2.6
REQ-05,z-ai/glm-4-32b,zero-shot,0.4230769230769231,0.39285714285714285,0.4583333333333333,3.0,2.2,2.8
REQ-05,z-ai/glm-4-32b,zero-shot,0.4210526315789474,0.36363636363636365,0.5,3.0,2.2,2.6
REQ-05,z-ai/glm-4-32b,zero-shot,0.5238095238095238,0.6111111111111112,0.4583333333333333,3.2,2.8,4.0
REQ-05,mistralai/devstral-2512:free,zero-shot,0.5416666666666666,0.5416666666666666,0.5416666666666666,4.6,3.0,4.0
REQ-05,mistralai/devstral-2512:free,zero-shot,0.5106382978723404,0.5217391304347826,0.5,4.4,2.6,3.6
REQ-05,mistralai/devstral-2512:free,zero-shot,0.5,0.5,0.5,4.8,4.2,4.0
REQ-05,mistralai/devstral-2512:free,zero-shot,0.6538461538461539,0.6071428571428571,0.7083333333333334,4.4,3.6,4.2
REQ-05,mistralai/devstral-2512:free,zero-shot,0.5106382978723404,0.5217391304347826,0.5,4.8,3.6,4.4
REQ-05,google/gemini-2.5-flash,one-shot,0.5833333333333334,0.5833333333333334,0.5833333333333334,4.6,2.2,4.6
REQ-05,google/gemini-2.5-flash,one-shot,0.625,0.625,0.625,5.0,4.2,3.8
REQ-05,google/gemini-2.5-flash,one-shot,0.5531914893617021,0.5652173913043478,0.5416666666666666,4.6,4.4,4.4
REQ-05,google/gemini-2.5-flash,one-shot,0.5652173913043478,0.5909090909090909,0.5416666666666666,4.2,3.8,5.0
REQ-05,google/gemini-2.5-flash,one-shot,0.6938775510204083,0.68,0.7083333333333334,4.0,3.2,3.8
REQ-05,deepseek/deepseek-v3.2,one-shot,0.7555555555555556,0.8095238095238095,0.7083333333333334,4.4,3.8,4.8
REQ-05,deepseek/deepseek-v3.2,one-shot,0.7391304347826088,0.7727272727272727,0.7083333333333334,4.8,3.6,4.0
REQ-05,deepseek/deepseek-v3.2,one-shot,0.6956521739130435,0.7272727272727273,0.6666666666666666,4.8,3.8,4.2
REQ-05,deepseek/deepseek-v3.2,one-shot,0.7083333333333334,0.7083333333333334,0.7083333333333334,4.6,4.0,4.0
REQ-05,deepseek/deepseek-v3.2,one-shot,0.5416666666666666,0.5416666666666666,0.5416666666666666,5.0,3.8,4.0
REQ-05,openai/gpt-4o-mini,one-shot,0.7111111111111111,0.7619047619047619,0.6666666666666666,3.8,3.6,4.6
REQ-05,openai/gpt-4o-mini,one-shot,0.7111111111111111,0.7619047619047619,0.6666666666666666,3.6,2.8,3.8
REQ-05,openai/gpt-4o-mini,one-shot,0.6818181818181818,0.75,0.625,3.6,3.4,4.8
REQ-05,openai/gpt-4o-mini,one-shot,0.6222222222222222,0.6666666666666666,0.5833333333333334,3.4,3.2,4.4
REQ-05,openai/gpt-4o-mini,one-shot,0.6666666666666666,0.7142857142857143,0.625,3.2,3.0,4.8
REQ-05,z-ai/glm-4-32b,one-shot,0.4888888888888889,0.5238095238095238,0.4583333333333333,3.8,3.0,3.6
REQ-05,z-ai/glm-4-32b,one-shot,0.6363636363636365,0.7,0.5833333333333334,3.6,3.0,4.8
REQ-05,z-ai/glm-4-32b,one-shot,0.6666666666666666,0.7142857142857143,0.625,3.4,3.0,5.0
REQ-05,z-ai/glm-4-32b,one-shot,0.5652173913043478,0.5909090909090909,0.5416666666666666,3.6,2.4,4.2
REQ-05,z-ai/glm-4-32b,one-shot,0.5777777777777778,0.6190476190476191,0.5416666666666666,3.2,2.6,4.4
REQ-05,mistralai/devstral-2512:free,one-shot,0.6521739130434783,0.6818181818181818,0.625,3.8,2.8,5.0
REQ-05,mistralai/devstral-2512:free,one-shot,0.6666666666666666,0.7142857142857143,0.625,4.4,3.6,4.0
REQ-05,mistralai/devstral-2512:free,one-shot,0.625,0.625,0.625,4.2,3.6,4.2
REQ-05,mistralai/devstral-2512:free,one-shot,0.6530612244897959,0.64,0.6666666666666666,5.0,4.8,4.6
REQ-05,mistralai/devstral-2512:free,one-shot,0.7083333333333334,0.7083333333333334,0.7083333333333334,4.2,3.2,4.6
REQ-05,google/gemini-2.5-flash,chain-of-thought,0.6363636363636365,0.7,0.5833333333333334,5.0,4.6,4.8
REQ-05,google/gemini-2.5-flash,chain-of-thought,0.4761904761904762,0.5555555555555556,0.4166666666666667,4.4,3.2,4.4
REQ-05,google/gemini-2.5-flash,chain-of-thought,0.7142857142857143,0.8333333333333334,0.625,5.0,3.6,4.6
REQ-05,google/gemini-2.5-flash,chain-of-thought,0.6511627906976745,0.7368421052631579,0.5833333333333334,4.4,3.4,5.0
REQ-05,google/gemini-2.5-flash,chain-of-thought,0.48780487804878053,0.5882352941176471,0.4166666666666667,4.6,4.0,3.8
REQ-05,deepseek/deepseek-v3.2,chain-of-thought,0.5416666666666666,0.5416666666666666,0.5416666666666666,5.0,4.8,4.8
REQ-05,deepseek/deepseek-v3.2,chain-of-thought,0.6382978723404256,0.6521739130434783,0.625,4.2,4.4,4.4
REQ-05,deepseek/deepseek-v3.2,chain-of-thought,0.6363636363636365,0.7,0.5833333333333334,4.0,3.6,4.2
REQ-05,deepseek/deepseek-v3.2,chain-of-thought,0.6086956521739131,0.6363636363636364,0.5833333333333334,4.0,3.4,4.2
REQ-05,deepseek/deepseek-v3.2,chain-of-thought,0.5416666666666666,0.5416666666666666,0.5416666666666666,4.2,4.4,4.8
REQ-05,openai/gpt-4o-mini,chain-of-thought,0.5945945945945945,0.8461538461538461,0.4583333333333333,3.6,3.8,5.0
REQ-05,openai/gpt-4o-mini,chain-of-thought,0.5416666666666666,0.5416666666666666,0.5416666666666666,3.4,3.0,3.8
REQ-05,openai/gpt-4o-mini,chain-of-thought,0.45454545454545453,0.5,0.4166666666666667,3.4,2.2,2.2
REQ-05,openai/gpt-4o-mini,chain-of-thought,0.5641025641025641,0.7333333333333333,0.4583333333333333,3.4,3.0,4.2
REQ-05,openai/gpt-4o-mini,chain-of-thought,0.43478260869565216,0.45454545454545453,0.4166666666666667,3.4,2.2,1.8
REQ-05,z-ai/glm-4-32b,chain-of-thought,0.3404255319148936,0.34782608695652173,0.3333333333333333,4.4,4.0,4.8
REQ-05,z-ai/glm-4-32b,chain-of-thought,0.34782608695652173,0.36363636363636365,0.3333333333333333,3.6,2.8,4.8
REQ-05,z-ai/glm-4-32b,chain-of-thought,0.425531914893617,0.43478260869565216,0.4166666666666667,3.8,2.6,4.8
REQ-05,z-ai/glm-4-32b,chain-of-thought,0.6222222222222222,0.6666666666666666,0.5833333333333334,3.4,2.8,4.8
REQ-05,z-ai/glm-4-32b,chain-of-thought,0.43478260869565216,0.45454545454545453,0.4166666666666667,3.0,3.0,4.4
REQ-05,mistralai/devstral-2512:free,chain-of-thought,0.6,0.75,0.5,3.8,3.6,4.2
REQ-05,mistralai/devstral-2512:free,chain-of-thought,0.5365853658536585,0.6470588235294118,0.4583333333333333,4.4,3.6,5.0
REQ-05,mistralai/devstral-2512:free,chain-of-thought,0.627450980392157,0.5925925925925926,0.6666666666666666,4.6,3.6,3.8
REQ-05,mistralai/devstral-2512:free,chain-of-thought,0.4230769230769231,0.39285714285714285,0.4583333333333333,3.2,2.2,4.4
REQ-05,mistralai/devstral-2512:free,chain-of-thought,0.5365853658536585,0.6470588235294118,0.4583333333333333,3.4,3.6,5.0
REQ-09,google/gemini-2.5-flash,zero-shot,0.7272727272727272,0.6666666666666666,0.8,4.6,2.6,2.6
REQ-09,google/gemini-2.5-flash,zero-shot,0.888888888888889,1.0,0.8,4.4,2.6,5.0
REQ-09,google/gemini-2.5-flash,zero-shot,0.888888888888889,1.0,0.8,4.6,3.6,5.0
REQ-09,google/gemini-2.5-flash,zero-shot,0.888888888888889,1.0,0.8,5.0,2.6,5.0
REQ-09,google/gemini-2.5-flash,zero-shot,0.7272727272727272,0.6666666666666666,0.8,5.0,4.2,4.6
REQ-09,deepseek/deepseek-v3.2,zero-shot,0.8571428571428572,0.8181818181818182,0.9,5.0,3.0,4.4
REQ-09,deepseek/deepseek-v3.2,zero-shot,0.761904761904762,0.7272727272727273,0.8,5.0,2.4,3.8
REQ-09,deepseek/deepseek-v3.2,zero-shot,0.7826086956521738,0.6923076923076923,0.9,4.8,2.6,2.6
REQ-09,deepseek/deepseek-v3.2,zero-shot,0.8000000000000002,0.8,0.8,5.0,2.0,2.6
REQ-09,deepseek/deepseek-v3.2,zero-shot,0.8000000000000002,0.8,0.8,4.6,2.6,3.4
REQ-09,openai/gpt-4o-mini,zero-shot,0.5333333333333333,0.8,0.4,4.4,3.2,5.0
REQ-09,openai/gpt-4o-mini,zero-shot,0.5,0.6666666666666666,0.4,5.0,2.4,4.8
REQ-09,openai/gpt-4o-mini,zero-shot,0.5333333333333333,0.8,0.4,5.0,2.0,5.0
REQ-09,openai/gpt-4o-mini,zero-shot,0.5,0.6666666666666666,0.4,5.0,3.4,4.8
REQ-09,openai/gpt-4o-mini,zero-shot,0.5,0.6666666666666666,0.4,5.0,3.4,5.0
REQ-09,z-ai/glm-4-32b,zero-shot,0.8000000000000002,0.8,0.8,5.0,3.2,5.0
REQ-09,z-ai/glm-4-32b,zero-shot,0.7272727272727272,0.6666666666666666,0.8,4.4,3.0,3.6
REQ-09,z-ai/glm-4-32b,zero-shot,0.7272727272727272,0.6666666666666666,0.8,4.8,3.2,4.6
REQ-09,z-ai/glm-4-32b,zero-shot,0.7272727272727272,0.6666666666666666,0.8,4.8,3.4,4.2
REQ-09,z-ai/glm-4-32b,zero-shot,0.8571428571428572,0.8181818181818182,0.9,4.4,2.2,4.2
REQ-09,mistralai/devstral-2512:free,zero-shot,1.0,1.0,1.0,3.8,2.8,5.0
REQ-09,mistralai/devstral-2512:free,zero-shot,1.0,1.0,1.0,4.0,3.0,5.0
REQ-09,mistralai/devstral-2512:free,zero-shot,1.0,1.0,1.0,4.4,2.6,5.0
REQ-09,mistralai/devstral-2512:free,zero-shot,1.0,1.0,1.0,4.6,2.6,5.0
REQ-09,mistralai/devstral-2512:free,zero-shot,1.0,1.0,1.0,4.2,3.6,5.0
REQ-09,google/gemini-2.5-flash,one-shot,0.8000000000000002,0.8,0.8,4.4,3.2,5.0
REQ-09,google/gemini-2.5-flash,one-shot,0.8421052631578948,0.8888888888888888,0.8,5.0,4.0,4.8
REQ-09,google/gemini-2.5-flash,one-shot,0.8000000000000002,0.8,0.8,5.0,2.8,5.0
REQ-09,google/gemini-2.5-flash,one-shot,0.8000000000000002,0.8,0.8,4.4,3.0,5.0
REQ-09,google/gemini-2.5-flash,one-shot,0.8421052631578948,0.8888888888888888,0.8,5.0,4.6,5.0
REQ-09,deepseek/deepseek-v3.2,one-shot,1.0,1.0,1.0,4.8,2.6,5.0
REQ-09,deepseek/deepseek-v3.2,one-shot,1.0,1.0,1.0,4.4,3.0,5.0
REQ-09,deepseek/deepseek-v3.2,one-shot,1.0,1.0,1.0,4.2,3.0,5.0
REQ-09,deepseek/deepseek-v3.2,one-shot,1.0,1.0,1.0,4.2,3.2,4.8
REQ-09,deepseek/deepseek-v3.2,one-shot,1.0,1.0,1.0,4.2,2.8,5.0
REQ-09,openai/gpt-4o-mini,one-shot,0.9523809523809523,0.9090909090909091,1.0,5.0,3.2,5.0
REQ-09,openai/gpt-4o-mini,one-shot,0.9523809523809523,0.9090909090909091,1.0,5.0,2.6,5.0
